weighting,observed_heldout,floor,floor_sd,floor_max,ceiling,ceiling_p25,ceiling_p75,dynamic_range_fraction,z_over_floor,seconds
uniform,0.4464114605104187,0.0034301739787843968,0.013035261088046505,0.02457333194491065,0.9608353744768088,0.9601893791279941,0.9619451146760237,0.46268945092548447,33.9833075486193,197.8
