double,geneA,geneB,residual,residual_bias_corrected,CI_low,CI_high,pctile_CI_low,pctile_CI_high,se_boot,noise_floor,noise_floor_sd,floor_ratio,z,p,bar_a_significant,bar_b_floor_ratio_ge_1p9,effect_norm,nonadditivity
ETS2+CNN1,ETS2,CNN1,0.3746383037305629,0.34548601641452104,0.33304330512971697,0.35757889101673584,0.39169771644438994,0.4162333023314088,0.006140749599225674,0.17374649740552678,0.007688836621123266,2.156235143297029,26.127724677246132,0.000999000999000999,True,True,3.0505446717941496,0.609574967433656
ETS2+MAPK1,ETS2,MAPK1,0.24229730645375203,0.21840252073885214,0.20845776970751118,0.22830291992605906,0.256291692981445,0.2761368431999929,0.005004124017552767,0.11592912898123581,0.005161871655440039,2.090046812074039,24.48107700224166,0.000999000999000999,True,True,7.185080900450754,0.3512813989696987
KLF1+CEBPA,KLF1,CEBPA,0.18617723905987058,0.1637711698898734,0.15711963883970984,0.17000887631468903,0.20234560180505212,0.21523483928003131,0.003328860858132953,0.0969918529536298,0.0037241436881890167,1.9195142003202972,23.94789072964314,0.000999000999000999,True,True,9.933471658688402,0.4475805130785731
KLF1+CLDN6,KLF1,CLDN6,0.29437875061303825,0.2653624869819134,0.2544745227911688,0.27611889074940626,0.31263861047667024,0.33428297843490773,0.005489139074118359,0.14515815815182428,0.006299872822335734,2.0279862624403147,23.686286480603762,0.000999000999000999,True,True,6.58411012080432,0.4546435288099584
CEBPE+PTPN12,CEBPE,PTPN12,0.4857676400001279,0.44969263157286266,0.4344504299860714,0.46451501915507254,0.5070202608451833,0.5370848500141844,0.007650022011800652,0.24557754606665114,0.010241351883970505,1.9780621143118997,23.452967601808115,0.000999000999000999,True,True,3.4761606545588726,1.427971831996402
ETS2+CEBPE,ETS2,CEBPE,0.2470403548636226,0.21833014379782384,0.21058864874292477,0.2257118903114944,0.2683688194157508,0.28349206098432045,0.004054122423744592,0.12968637174097786,0.005087716736467488,1.9049060556419564,23.066139331515963,0.000999000999000999,True,True,6.305461499656996,0.6097436367330561
LYL1+IER5L,LYL1,IER5L,0.2759045923745258,0.2494612274771506,0.23933779880700257,0.259395754761753,0.29241342998729863,0.31247138594204904,0.005102044722440203,0.1323563762662527,0.0063325735227196004,2.0845583730662622,22.668227315997203,0.000999000999000999,True,True,5.275752155610599,0.3787467379747006
LYL1+CEBPB,LYL1,CEBPB,0.4683162466329955,0.4290151877408396,0.41310363484022194,0.4439410702320213,0.4926914230339697,0.523528858425769,0.007674293686754382,0.24782332343265026,0.00990071787887335,1.8897182079001031,22.27039755075176,0.000999000999000999,True,False,4.771819244421406,0.8371740980379146
AHR+KLF1,AHR,KLF1,0.26774349871558256,0.2374784013511081,0.22452598256414275,0.24835197265862763,0.2871350247725375,0.3109610148670224,0.006105235849331391,0.13926855155851114,0.00577219442854146,1.9224979058039173,22.25755711238836,0.000999000999000999,True,True,4.657220801224937,0.5332235729526023
DUSP9+SNAI1,DUSP9,SNAI1,0.324874381734128,0.29189296102775075,0.2783334215548563,0.3042045392437189,0.3455442242245372,0.37141534191339975,0.006582848113444452,0.16591095301639472,0.007201421461276725,1.9581249810675556,22.073896045733036,0.000999000999000999,True,True,8.018678927850877,0.5318958162057035
FOXA3+HOXB9,FOXA3,HOXB9,0.3250417796616709,0.2930242436769618,0.281381532799578,0.3042584217063338,0.345825137617008,0.3687020265237638,0.005963581056795156,0.16435883895400694,0.007397822452517668,1.9776349220416944,21.72030239154759,0.000999000999000999,True,True,6.93259825020797,0.414550434390297
